seller,seller_city,average_review
b2c970,botucatu,4.6
ac3508,canoas,4.6
a4bd6e,rio de janeiro,4.6
a3dd39,salvador,4.6
9fc702,belo horizonte,4.6
9bcdfa,blumenau,4.6
989bec,curitiba,4.6
980640,rio claro,4.6
953921,sao paulo,4.6
8fe878,paulo lopes,4.6
8fbd63,santo andre,4.6
8daab2,sao paulo,4.6
8a2d12,curitiba,4.6
7f7b82,mogi mirim,4.6
7b98de,loanda,4.6
7a9c12,sao caetano do sul,4.6
768a86,sao paulo,4.6
735422,brasilia,4.6
70f846,sete lagoas,4.6
70125a,goiania,4.6
6e386f,sao paulo,4.6
6bd503,morrinhos,4.6
679769,ipatinga,4.6
656591,santo andre,4.6
638cba,sao jose dos campos,4.6
6338ea,farroupilha,4.6
61b187,araraquara,4.6
5f3ae9,sao paulo,4.6
5b925e,sao paulo,4.6
5a413a,sao paulo,4.6
59cea8,maringa,4.6
594f9a,contagem,4.6
51e4e8,rio grande,4.6
4bcec4,santo andre,4.6
4b3955,aracaju,4.6
49383a,taubate,4.6
43f8c9,carapicuiba,4.6
3faf68,holambra,4.6
3fac58,sao paulo,4.6
3a490b,belo horizonte,4.6
392353,blumenau,4.6
34f563,campo bom,4.6
33d677,joinville,4.6
33a17d,porto alegre,4.6
31eec4,cachoeiro de itapemirim,4.6
31561f,sao paulo,4.6
2c4c47,buritama,4.6
289cdb,belo horizonte,4.6
2646ba,sao paulo,4.6
1bb2bd,sao paulo,4.6
1b4516,maringa,4.6
177129,guarulhos,4.6
1660ad,sao bernardo do campo,4.6
117cfc,sao joao de meriti,4.6
116ccb,sao bernardo do campo,4.6
10076e,batatais,4.6
0bb738,sao roque,4.6
0a85eb,jundiai,4.6
080199,osasco,4.6
06bb3a,belo horizonte,4.6
02f623,botucatu,4.6
ff4ea6,guarulhos,4.5
fe87f4,campinas,4.5
fde0cc,curitiba,4.5
fb8904,sao caetano do sul,4.5
f9eede,"rio de janeiro, rio de janeiro, brasil",4.5
f7315b,guarulhos,4.5
f4db9b,itaquaquecetuba,4.5
f26629,ponta grossa,4.5
f1ce5f,santana de parnaiba,4.5
f18173,carapicuiba,4.5
f1198c,sao paulo,4.5
eec346,bauru,4.5
ed4311,guarulhos,4.5
e9511d,bauru,4.5
e62762,sao paulo,4.5
e603cf,pelotas,4.5
e5d4b2,joinville,4.5
e5cbe8,sao paulo,4.5
e54611,sao paulo,4.5
e48b04,curitiba,4.5
e38db8,brasilia,4.5
e256a6,curitiba,4.5
e1b124,guarulhos,4.5
e04877,sao paulo,4.5
dedcab,jaragua do sul,4.5
dbd662,sao paulo,4.5
d8c7ba,floresta,4.5
d26aa4,sao paulo,4.5
d25aa0,massaranduba,4.5
d06d01,cotia,4.5
d03698,ilheus,4.5
cfd7dd,contagem,4.5
ce69a8,curitiba,4.5
cd6efc,rio de janeiro,4.5
cc5a78,divinopolis,4.5
cb0b3b,sao paulo,4.5
ca4b77,sando andre,4.5
c80253,porto alegre,4.5
c72de0,guanambi,4.5
c68fb9,jaboticabal,4.5
c66dcc,registro,4.5
c5f7e7,curitiba,4.5
c3e1ab,mogi guacu,4.5
c398bc,rio de janeiro,4.5
c35672,mesquita,4.5
c1f12f,sao paulo,4.5
c157bd,mairinque,4.5
bf9611,ribeirao preto,4.5
bede56,valinhos,4.5
bec568,sao paulo,4.5
bd4889,sao paulo,4.5
bd0a1b,sao paulo,4.5
bccf93,assis,4.5
bbf9ad,fortaleza,4.5
baa49d,sao jose,4.5
b81e3a,maua,4.5
b7e175,sao paulo,4.5
b6d447,santo andre,4.5
b34767,curitiba,4.5
b2bdc5,vargem grande do sul,4.5
b2a6d3,sao paulo,4.5
b1aaae,sao paulo,4.5
b12cfd,cascavel,4.5
b05b43,birigui,4.5
aeb36d,santo andre,4.5
ade459,umuarama,4.5
ad97a1,brusque,4.5
acce39,contagem,4.5
aba172,sao paulo,4.5
aa1eb1,sao paulo,4.5
aa17b3,jundiai,4.5
a7d0f8,sao paulo,4.5
a5cba2,campo mourao,4.5
a13aaf,joinville,4.5
a0a14e,curitiba,4.5
a066df,franca,4.5
9f5021,taubate,4.5
9de464,joinville,4.5
9d4db0,sorocaba,4.5
9c4d31,rio de janeiro,4.5
9c3c24,caxias do sul,4.5
9b522b,sao paulo,4.5
9b00ed,sao paulo,4.5
99cd94,sao paulo,4.5
999f6d,sao paulo,4.5
96e5dc,bom jardim,4.5
94b910,guarulhos,4.5
941554,sao paulo,4.5
8ed8ea,blumenau,4.5
8eb88b,cacador,4.5
8dfbc5,curitiba,4.5
8d79c8,caucaia,4.5
8bdd8e,sao paulo,4.5
88cf19,sao carlos,4.5
8602a6,sao paulo,4.5
85ecf0,sao paulo,4.5
85e7c6,itapema,4.5
84c945,sao paulo,4.5
834f32,araraquara,4.5
830379,sao paulo,4.5
81ed90,divinopolis,4.5
818569,tabao da serra,4.5
817f85,tiete,4.5
7ecd59,brasilia,4.5
7e79d6,sao caetano do sul,4.5
7c51de,picarras,4.5
7b1222,sao jose do rio preto,4.5
788f22,sao paulo,4.5
744dac,colombo,4.5
729b2d,mineiros do tiete,4.5
725c32,sao paulo,4.5
715bbd,serra negra,4.5
70b52a,sao paulo,4.5
709e16,birigui,4.5
6e864f,sao paulo,4.5
6df688,belo horizonte,4.5
6d1b9c,curitiba,4.5
6bbcb8,blumenau,4.5
6bb62a,jundiai,4.5
6bb072,cotia,4.5
6aa392,nova iguacu,4.5
67225b,marechal candido rondon,4.5
670a9d,ribeirao preto,4.5
669229,belo horizonte,4.5
65c255,sao paulo,4.5
659e84,eunapolis,4.5
643c01,joinville,4.5
63a79f,patos de minas,4.5
5f7300,canoas,4.5
5e9f5b,porto alegre,4.5
5e105f,sao jose do rio preto,4.5
5def4c,sao paulo,4.5
5bc237,uberlandia,4.5
5b0754,guarulhos,4.5
5a9c08,treze tilias,4.5
579891,rio de janeiro,4.5
56e361,guarulhos,4.5
562f8c,belo horizonte,4.5
55a5b5,sao joao del rei,4.5
533d46,itapetininga,4.5
52bb00,osasco,4.5
528bcf,sao paulo,4.5
527801,garca,4.5
516e77,rio de janeiro,4.5
5160d2,sao bernardo do campo,4.5
513a54,sao bernardo do campo,4.5
4eeb99,embu das artes,4.5
4da0e4,cornelio procopio,4.5
4d0041,juiz de fora,4.5
4c8545,fernandopolis,4.5
4bf658,sao jose do rio preto,4.5
45c20d,cordeiropolis,4.5
455c56,luiz alves,4.5
3ef37b,sao paulo,4.5
35b965,sao leopoldo,4.5
325f31,taboao da serra,4.5
2ff972,salto,4.5
2f9b7c,barueri,4.5
2e7ea2,sao paulo,4.5
2d9e89,jaci,4.5
2c5405,curitiba,4.5
2aafae,porto alegre,4.5
253c02,curitiba,4.5
24a6da,robeirao preto,4.5
21d593,itaquaquecetuba,4.5
21c62b,fortaleza,4.5
20611a,porto ferreira,4.5
2059c3,curitiba,4.5
1f8673,curitiba,4.5
1e9d5a,jaciara,4.5
1dc2de,ibitinga,4.5
1d29df,vicosa,4.5
1caf28,nova iguacu,4.5
1ca4bd,cataguases,4.5
1c4034,limeira,4.5
17908c,anapolis,4.5
1690ca,sao paulo,4.5
12b967,montenegro,4.5
119c7f,sao paulo,4.5
0ebd97,contagem,4.5
0ddefe,sao bernardo do campo,4.5
0d33a5,sao paulo,4.5
0af977,santos,4.5
08084d,sao paulo,4.5
08061d,osasco,4.5
080102,belo horizonte,4.5
05feb9,mogi das cruzes,4.5
050904,belo horizonte,4.5
0432ea,maua,4.5
034b93,blumenau,4.5
02ecc2,santo andre,4.5
010543,sao paulo,4.5
fe26f3,sao paulo,4.4
fe2032,campinas,4.4
fd386a,sao paulo,4.4
fc9062,belo horizonte,4.4
fa40cc,sao paulo,4.4
f805b9,maringa,4.4
f67efa,curitiba,4.4
f62d7b,vicosa,4.4
f615fe,atibaia,4.4
f1ed6b,porto alegre,4.4
f125f3,sao paulo,4.4
efff93,vitoria,4.4
eeb6de,lages,4.4
edb1ef,teresopolis,4.4
e9c696,sao paulo,4.4
e84ad2,sao paulo,4.4
e7f3bf,ubatuba,4.4
e49c26,brejao,4.4
e33304,ipaussu,4.4
dfc475,curitiba,4.4
df9191,sao paulo,4.4
dee656,cruzeiro,4.4
de0c78,vargem grande paulista,4.4
dbdd0e,fortaleza,4.4
d6ab72,sao paulo,4.4
d66c30,ribeirao das neves,4.4
d59498,sao paulo,4.4
d57e18,sao paulo,4.4
d23019,londrina,4.4
d1ef48,apucarana,4.4
ccf881,taubate,4.4
cce6ab,curitiba,4.4
cbf09e,sbc/sp,4.4
c794da,artur nogueira,4.4
c79151,maringa,4.4
c6bda7,sao paulo,4.4
c3cfdc,curitiba,4.4
c1ed9e,itajai,4.4
c0563d,santo andre,4.4
c00320,cajamar,4.4
bf3c6d,sao paulo,4.4
bf100e,sao jose dos pinhais,4.4
ba9096,guarulhos,4.4
ba143b,sao paulo,4.4
b8578d,blumenau,4.4
b6e150,piracicaba,4.4
b5e3e3,florianopolis,4.4
b44dbf,sao paulo,4.4
b372ee,sao jose do rio preto,4.4
b2ac62,curitiba,4.4
b16d3d,estancia velha,4.4
aced59,sao paulo,4.4
abc015,ribeirao preto,4.4
aafe36,sao jose,4.4
a63bfb,niteroi,4.4
a425f9,curitiba,4.4
a3f0b5,curitiba,4.4
a3a38f,joinville,4.4
a35124,sao paulo,4.4
a1bea7,carapicuiba / sao paulo,4.4
a1474f,pinhais,4.4
a13580,rio de janeiro,4.4
9d5a90,aparecida de goiania,4.4
9c690c,camanducaia,4.4
9ac4f1,jaragua,4.4
9a1aea,catanduva,4.4
97e4a6,rio de janeiro,4.4
916c9d,curitiba,4.4
901b46,porto alegre,4.4
8fdca8,sao paulo,4.4
8f580d,ribeirao preto,4.4
8ae520,navegantes,4.4
8a1307,sao paulo,4.4
883dd8,curitiba,4.4
87d30a,sao paulo,4.4
871421,porto alegre,4.4
8603f0,garopaba,4.4
85cc55,barra mansa,4.4
83deb6,florianopolis,4.4
83645b,santa terezinha de itaipu,4.4
80f2cf,sao jose do rio preto,4.4
808d43,sao paulo,4.4
7e26c7,belo horizonte,4.4
7d7866,sao paulo,4.4
7d294c,barra velha,4.4
7c5b05,sao paulo,4.4
7b0df9,braganca paulista,4.4
7aa538,catanduva,4.4
790164,rio de janeiro,4.4
77a515,diadema,4.4
768de2,brasilia,4.4
75fbb5,goiania,4.4
73b8eb,campinas,4.4
730937,rio claro,4.4
72bc2c,sao paulo,4.4
7299e2,araguari,4.4
715926,sao jose do rio preto,4.4
70eea0,itatiba,4.4
70849c,belo horizonte,4.4
6f83d9,pinhalao,4.4
6f229c,rio de janeiro,4.4
6edacf,guarulhos,4.4
6eb94e,jundiai,4.4
6cd68b,belo horizonte,4.4
6c7d50,presidente prudente,4.4
6b90f8,guarulhos,4.4
6b89ab,piracanjuba,4.4
6b333a,brasilia,4.4
6a3808,anapolis,4.4
65a7c0,sao paulo,4.4
643214,sao paulo,4.4
63b9ae,sao jose do rio pardo,4.4
612170,novo hamburgo,4.4
5f5b43,sao paulo,4.4
5f1dc2,sao paulo,4.4
5cf13a,patos de minas,4.4
5bc24d,campo do meio,4.4
5b8580,presidente prudente,4.4
57e632,navegantes,4.4
57df98,santa rita do sapucai,4.4
577719,nova petropolis,4.4
5670f4,sao paulo,4.4
556662,sao jose dos pinhais,4.4
53d00c,ibitinga,4.4
534a01,jundiai,4.4
520b49,santos,4.4
51702d,conchal,4.4
503c1d,sao paulo,4.4
4d232b,belo horizonte,4.4
4ba52d,mogi das cruzes,4.4
4b9750,limeira,4.4
4a1f69,pedreira,4.4
48985c,porto alegre,4.4
46ef1a,claudio,4.4
4677a5,japira,4.4
4371b6,sao paulo,4.4
42b729,sao paulo,4.4
41b86b,sao paulo,4.4
3f9be9,londrina,4.4
3ca08e,curitiba,4.4
397c4d,santo andre,4.4
381c83,curitiba,4.4
365e44,sao paulo,4.4
3586b8,araraquara,4.4
3504c0,maua,4.4
33dd94,vila velha,4.4
33a6f4,guarulhos,4.4
32fdd5,carmo do cajuru,4.4
307649,auriflama,4.4
2dee2c,sinop,4.4
2b3e4a,sao paulo,4.4
282c74,sao paulo,4.4
26bad7,pedregulho,4.4
269cff,catanduva,4.4
25e6ff,sao paulo,4.4
253f95,sao paulo,4.4
20d83f,sao paulo,4.4
1fdc57,limeira,4.4
1b7e50,sao paulo,4.4
15ead3,conselheiro lafaiete,4.4
13c2ed,ponta grossa,4.4
113e3a,aparecida,4.4
0ffa40,presidente prudente,4.4
0ed6ce,americana,4.4
08d2d6,marilia,4.4
0887a9,cananeia,4.4
06df0c,maringa,4.4
058fd0,santo andre,4.4
039b29,ribeirao pires,4.4
01bcc9,uruacu,4.4
ffdd9f,curitiba,4.3
ffc470,guarulhos,4.3
ff4e2d,sao paulo,4.3
ff063b,santo andre,4.3
febab0,pedreira,4.3
fad449,rio de janeiro,4.3
fa1c13,sumare,4.3
f9244d,sao paulo,4.3
f84fa5,indaiatuba,4.3
f680f8,carapicuiba,4.3
f5f2ab,porto ferreira,4.3
f52c24,santo andre/sao paulo,4.3
f43589,curitiba,4.3
f41ce2,guarulhos,4.3
f3c38a,sao paulo,4.3
f25e23,sao paulo,4.3
f2336e,sao paulo,4.3
f12d3c,santo andre,4.3
ef0ace,sao goncalo,4.3
ee2fba,sao paulo,4.3
ec8879,itatiba,4.3
eba880,sao paulo,4.3
ead2ba,belo horizonte,4.3
e8dba4,santa barbara d oeste,4.3
e7df4c,sao paulo,4.3
e70053,sao paulo,4.3
e63e8b,guarulhos,4.3
e5e33c,bauru,4.3
e59aa5,curitiba,4.3
e3d3b3,sao paulo,4.3
e1643d,sao paulo,4.3
e0a366,sao paulo,4.3
de66a6,rio de janeiro,4.3
de23c3,sao paulo,4.3
dd4d95,cachoeiro de itapemirim,4.3
d98eec,porto alegre,4.3
d7ab82,atibaia,4.3
d62412,curitiba,4.3
d4ffeb,atibaia,4.3
d354c3,aperibe,4.3
d1c7fa,jacutinga,4.3
ccc4bb,curitiba,4.3
ccb83a,sombrio,4.3
cb8bcc,santa rita do sapucai,4.3
cab855,sao paulo,4.3
c70c1b,hortolandia,4.3
c5f7fe,sao caetano do sul,4.3
c4af86,mogi das cruzes,4.3
c3acdf,sao paulo,4.3
c1849d,santo andre,4.3
bfd27a,serra negra,4.3
bf0038,sao paulo,4.3
bba329,sao paulo,4.3
ba6b4a,rio de janeiro,4.3
ba5daa,sao paulo,4.3
b9a034,formosa do oeste,4.3
b94cc9,macae,4.3
b8bc23,itajai,4.3
b88e7c,curitiba,4.3
b8630e,duque de caxias,4.3
b56192,sao paulo,4.3
b274ba,montenegro,4.3
b1ac6e,canoas,4.3
acadd4,santa rosa de viterbo,4.3
abcd2c,cuiaba,4.3
a90a5d,ponta grossa,4.3
a5a1bf,socorro,4.3
a56e35,itajai,4.3
a51315,sao paulo,4.3
a435b0,franca,4.3
a3082f,curitiba,4.3
9f5056,sao paulo,4.3
9baf5c,indaiatuba,4.3
994f04,jaguariuna,4.3
97512d,sao paulo,4.3
9646c3,sao jose dos campos,4.3
95ec44,limeira,4.3
941445,viamao,4.3
939e62,conselheiro lafaiete,4.3
91f848,sao paulo,4.3
918f6f,valinhos,4.3
916748,sorocaba,4.3
91543f,blumenau,4.3
8e2b3a,campinas,4.3
8c16d1,blumenau,4.3
8bb48d,assis,4.3
8a8835,sao caetano do sul,4.3
89f692,vassouras,4.3
850f4f,sao paulo,4.3
83b08d,rio de janeiro,4.3
827f8f,curitiba,4.3
81a110,sao jose dos pinhais,4.3
80e669,pinhais,4.3
7ecef8,campinas,4.3
7dc8c4,sao paulo,4.3
7d456a,mogi das cruzes,4.3
7b07b3,sao paulo,4.3
7a2d29,curitiba,4.3
78c99c,marilia,4.3
78ba59,mogi das cruzes,4.3
78a4d3,bauru,4.3
77fcca,campos dos goytacazes,4.3
778323,sao paulo,4.3
777a0c,sao paulo,4.3
76ea53,sao paulo,4.3
750303,goiania,4.3
747e73,vitoria de santo antao,4.3
7357b5,lagoa santa,4.3
729f06,limeira,4.3
72146d,marechal candido rondon,4.3
718539,campinas,4.3
700861,canoinhas,4.3
6fa920,sorocaba,4.3
6e4a90,sorocaba,4.3
6d988d,maringa,4.3
6d803c,sao joaquim da barra,4.3
6d2f2e,guarulhos,4.3
6d22a1,joinville,4.3
68f86b,rio de janeiro,4.3
6879c4,osasco,4.3
6750d7,rio bonito,4.3
670c26,maringa,4.3
65b081,morrinhos,4.3
640e21,ibitinga,4.3
612a74,curitiba,4.3
60da8b,fernando prestes,4.3
5debea,apucarana,4.3
5cbbd5,pinhais,4.3
5bf397,sao paulo,4.3
59417c,limeira,4.3
54c04b,florianopolis,4.3
54a185,santa barbara d'oeste,4.3
52092d,dois corregos,4.3
51f108,cascavel,4.3
5194c2,santa rita do sapucai,4.3
514509,curitiba,4.3
512d29,rio de janeiro,4.3
508808,sao paulo,4.3
4c498c,carapicuiba,4.3
4a23ad,sao paulo,4.3
4324dd,sao jose do rio pardo,4.3
431050,sao paulo,4.3
41c9d3,araxa,4.3
412a47,campinas,4.3
411f3b,ribeirao pires,4.3
406822,tatui,4.3
3f3486,sao paulo,4.3
3dbbce,curitiba,4.3
3d290f,itapevi,4.3
385799,sao paulo,4.3
382229,rio de janeiro,4.3
37be5a,sao paulo,4.3
34d1ca,congonhas,4.3
33c519,londrina,4.3
3340ef,maringa,4.3
323ce5,sao paulo,4.3
31be79,sao bernardo do campo,4.3
31344c,uba,4.3
30a2f5,santa barbara d'oeste,4.3
2f74af,sao paulo,4.3
2f4b9d,afonso claudio,4.3
2eeb65,sao jose dos campos,4.3
2e13c7,sao paulo,4.3
2cb6eb,sabara,4.3
2b5ed0,sao paulo,4.3
2a167c,sao paulo,4.3
284058,sao paulo,4.3
282f23,belo horizonte,4.3
262237,brusque,4.3
25cf09,cotia,4.3
240b97,niteroi,4.3
23ff42,itau de minas,4.3
23c38d,votorantim,4.3
2379bd,mogi mirim,4.3
21e838,uberlandia,4.3
2199e7,registro,4.3
20a8b0,itu,4.3
1fe554,paraiba do sul,4.3
1f1bb1,sao paulo,4.3
1eade4,sao paulo,4.3
1e8b33,sao paulo,4.3
1d4587,sao paulo,4.3
1cbd32,sp / sp,4.3
1c5e4e,santos,4.3
1c56ff,sao carlos,4.3
1acde0,sao paulo,4.3
1987cd,ouro fino,4.3
17f51e,sao paulo,4.3
179d85,ribeirao pires,4.3
1782ce,taboao da serra,4.3
165b12,ribeirao preto,4.3
160e4f,colombo,4.3
15fa79,sao paulo,4.3
15cd6e,ouro preto,4.3
152ee1,garuva,4.3
14ee35,sao jose do rio preto,4.3
14d798,santo andre,4.3
12c2ed,praia grande,4.3
113052,uba,4.3
10089e,sao jose do rio preto,4.3
0ef83d,curitiba,4.3
0ea22c,sete lagoas,4.3
0e44d1,francisco morato,4.3
0df398,betim,4.3
0ac420,sao paulo,4.3
07de60,ibitinga,4.3
076174,ribeirao preto,4.3
04aba0,santo antonio de padua,4.3
03bd47,uberlandia,4.3
0249d2,sao paulo,4.3
0241d4,curitiba,4.3
01fdef,londrina,4.3
01fd07,ribeirao preto / sao paulo,4.3
00ee68,sao paulo,4.3
ffeee6,mirassol,4.2
fbc14c,serrana,4.2
fac35d,bonfinopolis de minas,4.2
f8db35,salto,4.2
f7ba60,sao bernardo do campo,4.2
f789d2,juiz de fora,4.2
f7720c,curitiba,4.2
f5a590,sao bernardo do campo,4.2
f0b47f,maua,4.2
f021c9,itajai,4.2
efcd8d,aracatuba,4.2
e97799,praia grande,4.2
e8b422,novo horizonte,4.2
e5f9e6,brusque,4.2
e3a386,engenheiro coelho,4.2
e24fc9,braganca paulista,4.2
df47da,sao paulo,4.2
de722c,recife,4.2
dbc221,borda da mata,4.2
dbbcfe,curitiba,4.2
dbb9b4,sao paulo,4.2
d9e8c0,sao paulo,4.2
d94420,sao paulo,4.2
d93844,curitiba,4.2
d6b1ce,salto,4.2
d650b6,cotia,4.2
d51e0a,pompeia,4.2
d50d79,sao paulo,4.2
d4e4b5,toledo,4.2
d1b9d4,nova lima,4.2
d0d70d,sao bento,4.2
cea729,sao paulo,4.2
ce248b,jaragua do sul,4.2
cd3d09,nova odessa,4.2
cb3dd9,sao paulo,4.2
c9c790,itapecerica da serra,4.2
c87851,itaipulandia,4.2
c847e0,uberaba,4.2
c84592,sao paulo,4.2
c7a0a1,laurentino,4.2
c33a5c,criciuma,4.2
c113b8,sao paulo,4.2
c013e5,sao carlos,4.2
bd697d,sao paulo,4.2
bd0389,brasilia,4.2
bc07d8,mogi das cruzes,4.2
bb7a14,rio de janeiro,4.2
bb5bd9,sao paulo,4.2
ba6b68,belo horizonte,4.2
b9ca8e,sao paulo,4.2
b83ced,sao paulo,4.2
b7cc6c,curitibanos,4.2
b74d1c,rio de janeiro,4.2
b55638,imbituba,4.2
b3f195,tanabi,4.2
b33e7c,pradopolis,4.2
b1a812,carazinho,4.2
afe006,lagoa da prata,4.2
ad420d,fronteira,4.2
ab9db4,paraiso do sul,4.2
a7c882,mogi das cruzes,4.2
a416b6,sao paulo,4.2
a2fa0b,florianopolis,4.2
a1043b,ilicinea,4.2
9dda5b,santa rita do sapucai,4.2
9d4898,leme,4.2
9add47,fazenda rio grande,4.2
961635,umuarama,4.2
900ba8,salto,4.2
8fb791,sao paulo,4.2
8f119a,barueri,4.2
8d956f,sao bernardo do campo,4.2
8cc6a0,andradas,4.2
8c5e00,indaiatuba,4.2
8bd0f3,sao paulo,4.2
8b8cfc,londrina,4.2
8ab42a,goiania,4.2
8a432f,presidente prudente,4.2
89ad32,sao paulo,4.2
85d9eb,belo horizonte,4.2
858105,guarulhos,4.2
851773,lencois paulista,4.2
809413,sao paulo,4.2
809049,sao paulo - sp,4.2
7e93a4,barueri,4.2
7df1fc,campo grande,4.2
7b7ed5,goiania,4.2
7a67c8,sao paulo,4.2
78744a,recife,4.2
7722b1,sao bernardo do campo,4.2
723cd8,ibitinga,4.2
70c278,rio de janeiro,4.2
6ddc28,sao paulo,4.2
686015,capivari,4.2
65febd,sao paulo,4.2
655220,diadema,4.2
6426d2,ribeirao preto,4.2
624f4e,sao paulo,4.2
620c87,petropolis,4.2
5f0057,sao paulo,4.2
5eeb9c,ribeirao preto,4.2
5d9dc9,santana de parnaiba,4.2
5b8154,sao jose dos campos,4.2
5a8e7d,campinas,4.2
5a425c,londrina,4.2
59fb87,sao paulo,4.2
58f1a6,conselheiro lafaiete,4.2
588282,caxias do sul,4.2
57c764,ribeirao preto,4.2
562fc2,campinas,4.2
542917,curitiba,4.2
537eb8,rio de janeiro,4.2
530ec6,cascavel,4.2
52f9db,echapora,4.2
515d78,campo grande,4.2
4e0606,betim,4.2
4d6d65,jau,4.2
4bfc7a,sao paulo,4.2
4bf2f4,assis,4.2
4be6b9,sao carlos,4.2
4917ce,blumenau,4.2
48e954,porto alegre,4.2
4736e9,piracicaba,4.2
46dc3b,rio de janeiro,4.2
432c37,brasilia,4.2
42bde9,brasilia,4.2
4200dd,sao bernardo do campo,4.2
41ab63,belo horizonte,4.2
