seller,seller_city,average_review
af7cda,laranjal paulista,3.7
ad87df,jaguariuna,3.7
acb6c2,sao paulo,3.7
a7dc40,sao paulo,3.7
a67780,presidente prudente,3.7
a2deec,sao paulo,3.7
9e9b53,contagem,3.7
9b1585,rio de janeiro,3.7
9a84ba,luziania,3.7
990022,cuiaba,3.7
94c49f,sorocaba,3.7
9261d7,palhoca,3.7
8fff28,sao paulo,3.7
8ff1a9,marilia,3.7
8ca155,campo largo,3.7
891071,sao paulo,3.7
8759e7,santo andre,3.7
855668,itatiba,3.7
81336a,sao carlos,3.7
782f78,campinas,3.7
731ef2,lages - sc,3.7
7210cd,sao paulo,3.7
71039d,sao paulo,3.7
6f892e,sao paulo,3.7
6eeed1,sao paulo,3.7
6da199,sao paulo,3.7
6d7f8d,curitiba,3.7
6bb66d,sao paulo,3.7
63b464,sao paulo,3.7
62760d,salto,3.7
610f72,sao paulo,3.7
5cf1ec,sao paulo,3.7
5ab05b,assis,3.7
578fa3,fortaleza,3.7
52f976,california,3.7
525e75,barueri,3.7
4e6015,guaruja,3.7
4c4d54,maringa,3.7
4a3ccd,marilia,3.7
47648c,diadema,3.7
461ff5,pinhais,3.7
42fb44,pinhalzinho,3.7
3d7007,sertanopolis,3.7
3c7c4a,sao paulo,3.7
3c4e04,colombo,3.7
2e1a7d,sao paulo,3.7
2d22fc,macae,3.7
2c43fb,belo horizonte,3.7
2a61c2,santo andre,3.7
270297,sao paulo,3.7
25c5c9,itauna,3.7
249f0e,rio de janeiro,3.7
244c2f,mogi das cruzes,3.7
23613d,porto ferreira,3.7
2305ab,sao paulo,3.7
2089a6,sao carlos,3.7
1d0997,recife,3.7
1ce3ae,jaguaruna,3.7
165fc0,maringa,3.7
1354d5,sao paulo,3.7
1099a0,rio de janeiro,3.7
0bfd0b,rio de janeiro,3.7
0bf015,sao paulo,3.7
0b3f27,aruja,3.7
042573,sorocaba,3.7
014c06,timoteo,3.7
00fc70,maringa,3.7
00720a,guarulhos,3.7
0015a8,santo andre,3.7
ff69aa,sao paulo,3.6
fc5939,salvador,3.6
f97e2b,santo antonio de posse,3.6
f32954,vitoria,3.6
f1c1ac,sao paulo,3.6
ede0c0,ribeirao preto,3.6
ea6732,ibitinga,3.6
e99e92,uberlandia,3.6
e83c76,aracatuba,3.6
e6a69c,sao paulo,3.6
dc7192,itapeva,3.6
daf565,brusque,3.6
d5b9a0,santo andre,3.6
d32e39,jundiai,3.6
d2e753,porto seguro,3.6
d2374c,ibitinga,3.6
c679fb,caxias do sul,3.6
c522be,santana de parnaiba,3.6
c24173,sao paulo,3.6
c0f783,piracicaba,3.6
be9a16,jaragua do sul,3.6
b17b67,ribeirao preto,3.6
aae3bf,santo andre,3.6
a41455,sao paulo,3.6
9e6967,sao caetano do sul,3.6
9d5604,florianopolis,3.6
95b293,sao paulo,3.6
82bd07,marilia,3.6
7fc87c,guarulhos,3.6
7daca0,tanabi,3.6
7bcd7c,sao paulo,3.6
7a2419,jacutinga,3.6
784ba7,sao paulo,3.6
74c7de,mogi guacu,3.6
609e1a,brusque,3.6
5f67c6,maringa,3.6
5b6645,petropolis,3.6
55bb6f,bauru,3.6
5343d0,santo andre,3.6
52454f,campinas,3.6
51ed72,sao jose do rio preto,3.6
4ef4c3,sao paulo,3.6
4978a0,sao paulo,3.6
3f2af2,terra boa,3.6
38102b,mucambo,3.6
3771c8,sorocaba,3.6
36a968,santos,3.6
35fb51,londrina,3.6
3492e6,salto,3.6
3092c0,aruja,3.6
30829d,parai,3.6
2d50d6,ibitinga,3.6
2b1a40,divinopolis,3.6
229c3e,belo horizonte,3.6
1bc2e2,joinville,3.6
1a932c,sao paulo,3.6
184a67,joinville,3.6
1835b5,ibitinga,3.6
173065,bariri,3.6
11eac1,sao paulo,3.6
085f6f,taubate,3.6
0725b8,guarulhos,3.6
ff82e8,itabira,3.5
f76a3b,sao paulo,3.5
f682e0,mairipora,3.5
f59389,pedreira,3.5
f46490,guarulhos,3.5
f049a7,sao paulo,3.5
edc518,guarulhos,3.5
e9e446,sao paulo,3.5
e819bc,guarulhos,3.5
e0878e,curitiba,3.5
dd8a29,sao paulo,3.5
d9d43f,juiz de fora,3.5
d8d956,sao paulo,3.5
d73cbd,guiricema,3.5
d58d52,sao paulo,3.5
cfa5ab,uba,3.5
cac4c8,indaiatuba,3.5
c76d41,taboao da serra,3.5
c4fb51,curitiba,3.5
c13fb4,sao paulo,3.5
bdae67,brasilia,3.5
bd4ff0,santa maria da serra,3.5
b77a27,duque de caxias,3.5
af4a0e,mateus leme,3.5
ac51ca,ribeirao preto,3.5
abe021,curitiba,3.5
a8739a,sao bernardo do campo,3.5
9e7c5f,sao paulo,3.5
9d3940,sao paulo,3.5
99a547,sao paulo,3.5
968268,sao paulo,3.5
91f0ee,tubarao,3.5
8f78f0,tiradentes,3.5
8ccf3c,rio claro,3.5
87e24f,sao paulo,3.5
87d3c3,sao paulo,3.5
81f89e,presidente prudente,3.5
7b7f91,osasco,3.5
751bdc,ribeirao pires,3.5
74a9b9,sao paulo,3.5
7402d1,cambe,3.5
712e6e,videira,3.5
7040e8,sao paulo,3.5
6fd52c,sao paulo,3.5
6a53b9,curitiba,3.5
6973a0,sao jose dos campos,3.5
5b179e,sao paulo,3.5
5b0cc9,ibitinga,3.5
5011f0,santos,3.5
4dbd95,curitiba,3.5
3fe712,governador valadares,3.5
3afc53,belo horizonte,3.5
3a4127,sao paulo,3.5
22c32e,maringa,3.5
218f99,sao paulo,3.5
1d1bbb,indaial,3.5
1d139e,barrinha,3.5
13511d,caxias do sul,3.5
12a8eb,sao paulo,3.5
0b35c6,teixeira soares,3.5
091065,canoas,3.5
08d094,cascavel,3.5
07a9bc,sao paulo,3.5
0747d5,saquarema,3.5
070d16,sao paulo,3.5
04aa0a,cosmopolis,3.5
038b75,sao jose dos campos,3.5
f650a9,ararangua,3.4
f08a5b,porto alegre,3.4
eed78a,botucatu,3.4
e8f6dc,sao paulo,3.4
e3dd72,sao bernardo do campo,3.4
d3f39f,mococa,3.4
b87a7e,sao paulo,3.4
a7f138,itaquaquecetuba,3.4
9cad4b,birigui,3.4
9c7fd2,osasco,3.4
89d9a3,sao paulo,3.4
897060,ribeirao preto,3.4
88460e,maringa,3.4
850913,atibaia,3.4
821fb0,sao paulo,3.4
817831,sorocaba,3.4
71593c,sao paulo / sao paulo,3.4
710e35,rolandia,3.4
6e4f5f,flores da cunha,3.4
6c1b6d,sao paulo,3.4
66dc1b,jau,3.4
6219ba,sao paulo,3.4
5ee7fd,vargem grande do sul,3.4
4e5725,ribeirao preto,3.4
4deebb,sao paulo,3.4
490674,juiz de fora,3.4
32f1bb,sao paulo,3.4
1b8b75,sao paulo,3.4
18a349,sao paulo,3.4
09883d,sao paulo,3.4
058cb5,rio de janeiro,3.4
054694,itajobi,3.4
fcdd82,ribeirao preto,3.3
f88adb,porto ferreira,3.3
e3e290,sao paulo,3.3
de09d0,sao paulo,3.3
d7b237,sao paulo,3.3
cb41bf,sao paulo,3.3
c7fdb7,santo andre,3.3
c60b80,guarulhos,3.3
bc47d5,santo andre,3.3
b98b71,sao paulo,3.3
b8d890,curitiba,3.3
b2479f,ibitinga,3.3
b1204c,guarulhos,3.3
aa7626,curitiba,3.3
a6bd7d,mamanguape,3.3
a23266,porto alegre,3.3
90b36c,conchal,3.3
88ae90,sao paulo,3.3
87b740,suzano,3.3
850448,osasco,3.3
835f0f,sao paulo,3.3
82e0a4,sao paulo,3.3
7c67e1,itaquaquecetuba,3.3
714b9a,monte alto,3.3
62c50c,sao paulo,3.3
5b97c0,joao pinheiro,3.3
5b5814,florianopolis,3.3
556a64,curitiba,3.3
52f0fe,sao paulo,3.3
52ac6f,pinhais,3.3
3d3ccf,ibitinga,3.3
38e6da,sao paulo,3.3
2f73e0,cachoeiro de itapemirim,3.3
2ea086,sao paulo,3.3
2a7c6c,maringa,3.3
2a261b,porto ferreira,3.3
0e982c,itajai,3.3
082e0b,botucatu,3.3
07bf96,sao paulo,3.3
02dcd3,contagem,3.3
fedf2c,sao paulo,3.2
fce620,sao paulo,3.2
ed8cb7,santos,3.2
ea65d8,campinas,3.2
e48cc1,aracatuba,3.2
d9e7e7,sao paulo,3.2
d71d86,osasco,3.2
d29ba1,sao carlos,3.2
c990d6,paulinia,3.2
c53bcd,neopolis,3.2
b566ab,extrema,3.2
aded58,rio de janeiro,3.2
ad7551,santa terezinha de goias,3.2
ab3e0c,colorado,3.2
95f83f,borda da mata,3.2
9485a2,santo andre,3.2
8a40ae,curitiba,3.2
86bb7c,franca,3.2
758691,rio de janeiro,3.2
63ffcb,itaborai,3.2
55c969,sao paulo,3.2
557f22,morrinhos,3.2
542198,sorocaba,3.2
427165,americana,3.2
3fadb4,caxias do sul,3.2
35ef5a,sombrio,3.2
2b3b9c,sao paulo,3.2
1dfe53,ibitinga,3.2
1d2732,rio de janeiro,3.2
0873d9,barueri,3.2
04fdea,sao paulo,3.2
fcf16b,sao paulo,3.1
fb3cfb,rio de janeiro,3.1
f5f1f2,taruma,3.1
f08c00,santa terezinha de itaipu,3.1
e7d5b0,santo andre,3.1
e64d65,rio claro,3.1
dc8798,sao paulo,3.1
c458e2,sao caetano do sul,3.1
bfd938,rio de janeiro,3.1
b0b346,campinas,3.1
adcf50,claudio,3.1
ad7815,sao jose do rio preto,3.1
9803a4,rio verde,3.1
8d4655,campinas,3.1
8444e5,congonhal,3.1
725af0,claudio,3.1
5058e8,itaquaquecetuba,3.1
4cf490,tabatinga,3.1
4c8b80,ibitinga,3.1
3f8034,curitiba,3.1
2f09f7,ribeirao preto,3.1
2e3be8,belo horizonte,3.1
2c3d56,barueri,3.1
0307f7,sao jose do rio preto,3.1
f9f68d,sumare,3.0
f9d010,lorena,3.0
f7c316,ibitinga,3.0
f664f9,sao paulo,3.0
edb65f,sao paulo,3.0
ed49da,sao paulo,3.0
ebe3da,ribeirao preto,3.0
eb4a59,salvador,3.0
e88165,ferraz de  vasconcelos,3.0
e4f121,sao jose do rio preto,3.0
e09887,sao paulo,3.0
da4d14,sbc,3.0
d9b00a,ponta grossa,3.0
d8cf3b,mandaguacu,3.0
d4d99b,sao paulo,3.0
d2df77,arapongas,3.0
d180e0,belo horizonte,3.0
ceb7b4,04482255,3.0
ce33c6,suzano,3.0
cb3276,rio claro,3.0
cad996,pocos de caldas,3.0
c9a06e,brasilia,3.0
c6381d,portao,3.0
c3ee23,sao paulo,3.0
c161d1,sao paulo,3.0
c13ef0,sao paulo sp,3.0
bee36b,sao paulo,3.0
be1e9e,ribeirao preto,3.0
bbd3ac,santo andre,3.0
bbad7e,sao paulo,3.0
b86a47,passos,3.0
ad8b53,castro,3.0
ac9b01,mogi das cruzes,3.0
aa2640,sao paulo,3.0
a89e14,limeira,3.0
a5ff20,sao paulo,3.0
a4fc6e,sao caetano do sul,3.0
a49928,sao paulo,3.0
a21c11,santana de parnaiba,3.0
a1ed30,sao paulo,3.0
a1bea9,pinhais,3.0
a154d7,sao paulo,3.0
a09a13,sapiranga,3.0
9ef932,ibitinga,3.0
9da1ca,votuporanga,3.0
972d0f,brusque,3.0
968ee7,erechim,3.0
9558aa,apucarana,3.0
9535a8,sao paulo,3.0
9315e4,londrina,3.0
9200e6,rio de janeiro,3.0
8fbe2e,sorocaba,3.0
8f0fbe,sao paulo,3.0
8e6d77,sao jose dos campos,3.0
8e4f04,porto alegre,3.0
8cb7c5,anapolis,3.0
8b1111,igaracu do tiete,3.0
89dda6,maua/sao paulo,3.0
89c127,osasco,3.0
80146b,taboao da serra,3.0
7fe21d,rio de janeiro,3.0
7f0265,sao paulo,3.0
7c4adc,sao goncalo,3.0
7c4621,campinas,3.0
7b3f6c,tambau,3.0
7494d0,santos,3.0
70ee69,mogi das cruzes,3.0
6bd691,sao paulo,3.0
6bcb23,maringa,3.0
690215,sao paulo,3.0
630008,sao paulo,3.0
6187a1,osasco,3.0
6179a2,varginha,3.0
5b92bf,sorocaba,3.0
5a32c3,rio de janeiro,3.0
578460,goiania,3.0
56db5c,palhoca,3.0
541533,belo horizonte,3.0
539ed9,belo horizonte,3.0
52831e,tupa,3.0
4e0d10,sao joao de meriti,3.0
4ce8b5,fazenda rio grande,3.0
4ce6e5,sao bernardo do campo,3.0
4cc43a,ribeirao preto,3.0
491a5a,sao paulo,3.0
455bef,resende,3.0
43b2c8,brasilia,3.0
3f8247,joinville,3.0
373034,campinas,3.0
360677,sao caetano do sul,3.0
3442f8,campinas,3.0
340636,sao jose dos campos,3.0
2c2c98,santa maria,3.0
2aa344,rio de janeiro,3.0
2a1348,belo horizonte,3.0
26f6b7,rio de janeiro,3.0
26e2c9,ibitinga,3.0
25be94,sao bernardo do campo,3.0
22a23e,belo horizonte,3.0
20b54c,sao caetano do sul,3.0
1a6245,sao bernardo do campo,3.0
167fd9,franca,3.0
1588ac,maringa,3.0
13d95f,goiania,3.0
11938f,sao miguel d'oeste,3.0
0f80a4,lencois paulista,3.0
099095,sao paulo,3.0
02a227,rio de janeiro,3.0
f9903d,blumenau,2.9
f44bdc,braganca paulista,2.9
b7ed9f,jacarei,2.9
66fd84,campina das missoes,2.9
602044,ibitinga,2.9
54965b,foz do iguacu,2.9
312ba1,guarulhos,2.9
f1b854,rio de janeiro,2.8
e250d6,guarulhos,2.8
be3b4b,imbituva,2.8
b19f3c,divinopolis,2.8
a218df,araraquara,2.8
92d14e,sao bernardo do campo,2.8
5acd07,jundiai,2.8
43402b,ribeirao pires,2.8
4091f7,sao paulo,2.8
134285,sao paulo,2.8
0d83f8,porto alegre,2.8
0aa220,sao paulo,2.8
f1b936,sao jose dos campos,2.7
eddd19,ponta grossa,2.7
ec4608,porto ferreira,2.7
ec2120,armacao dos buzios,2.7
ebef8d,ribeirao preto,2.7
ea1776,sao paulo,2.7
e3b499,sao paulo,2.7
d5c530,centro,2.7
c4f7fe,sorocaba,2.7
c26a2b,nova friburgo,2.7
c0e683,guaruja,2.7
bb135b,sao paulo,2.7
b56828,praia grande,2.7
89de2d,londrina,2.7
79a679,sao paulo,2.7
74bafe,sao paulo,2.7
6cf476,sao paulo,2.7
6650fc,sao paulo,2.7
4a1917,brasilia,2.7
2eb702,campinas,2.7
1284de,laranjeiras do sul,2.7
0dfbed,porto ferreira,2.7
08ad4a,itapevi,2.7
0791d9,belo horizonte,2.7
02d352,natal,2.7
f19516,artur nogueira,2.6
cb5df0,bady bassitt,2.6
c6a753,sao paulo,2.6
a53f60,uberlandia,2.6
a4b6b9,florianopolis,2.6
a36ac0,barueri,2.6
8b87cd,sao paulo,2.6
8a8761,curitiba,2.6
6861de,curitiba,2.6
5b3513,rio de janeiro,2.6
538caa,sao paulo,2.6
48fb02,barra mansa,2.6
2dd1fb,curitiba,2.6
2709af,sao paulo,2.6
fc5a0d,sao paulo,2.5
f356c3,canoas,2.5
e3e15e,sao paulo,2.5
dff87e,sao paulo,2.5
cbbd5a,santana de parnaiba,2.5
c7dcd3,belo horizonte,2.5
c2bda9,sao paulo,2.5
c286ec,curitiba,2.5
c1552b,sao jose dos campos,2.5
b43d8b,ipira,2.5
b41619,franca,2.5
9b1050,montes claros,2.5
98e164,sao paulo,2.5
8ff38b,sao paulo,2.5
8d899e,sao roque,2.5
8cf214,sao jose,2.5
76de36,xaxim,2.5
747c1c,ibitinga,2.5
712719,porto alegre,2.5
5659d7,taubate,2.5
559d56,joinville,2.5
4e8dac,sao paulo,2.5
458c6f,catanduva,2.5
455f46,sorocaba,2.5
44f091,sao paulo,2.5
353e21,canoas,2.5
20d53a,santa rita do sapucai,2.5
14f2b3,ipe,2.5
07d75e,sao paulo,2.5
fa74b2,presidente prudente,2.4
b5abf4,brasilia,2.4
7fdb07,toledo,2.4
4dc646,valinhos,2.4
40db9e,recife,2.4
25debe,igaracu do tiete,2.4
252874,jundiai,2.4
08cdba,uba,2.4
f543ba,sao jose do rio preto,2.3
eebb33,sao paulo,2.3
ecccfa,curitiba,2.3
eb9cd5,sao paulo,2.3
e5bd51,santo andre,2.3
e4fc40,arapongas,2.3
d6cd01,sao paulo,2.3
cd52a8,palhoca,2.3
c7bb64,joinville,2.3
c32fc7,ribeirao preto,2.3
c1d1eb,sao paulo,2.3
bcc9dd,ibitinga,2.3
bb3dca,sao paulo,2.3
9cea46,araucaria,2.3
9bade6,sao jose dos pinhais,2.3
9996ae,tupa,2.3
973f21,claudio,2.3
933446,curitiba,2.3
92c8bc,sao paulo,2.3
8132b9,florianopolis,2.3
762ed9,londrina,2.3
5bc55d,coronel fabriciano,2.3
58e4b3,colombo,2.3
4b98b0,taboao da serra,2.3
432c67,sao paulo,2.3
327b89,manaus,2.3
213faf,sete lagoas,2.3
191d55,brasilia,2.3
1352e0,rio de janeiro,2.3
052577,rodeio,2.3
e59e48,maringa,2.2
270d3e,carapicuiba,2.2
1ca707,santana de parnaiba,2.2
ffff56,campinas,2.1
6f1a12,sao paulop,2.1
f43827,sao jose do rio preto,2.0
e4253c,sao paulo,2.0
d4828f,juzeiro do norte,2.0
d1a1b4,pato branco,2.0
cf8ab1,sao paulo,2.0
c360e4,lencois paulista,2.0
bf0d50,piracicaba,2.0
bc8c8d,sao paulo,2.0
b7d5b4,florianopolis,2.0
b57e84,porto alegre,2.0
ace601,sao paulo,2.0
a4e634,osasco,2.0
a0d7fb,ferraz de vasconcelos,2.0
9da15f,osasco,2.0
94165a,uberlandia,2.0
8a4312,sao paulo,2.0
88ef59,guaratuba,2.0
7caa63,sao paulo,2.0
76d336,sorocaba,2.0
6bef34,timbo,2.0
685b87,sao bernardo do campo,2.0
64b879,presidente bernardes,2.0
5d043c,sao paulo,2.0
5882f4,sao paulo,2.0
52f6f9,curitiba,2.0
4d6fb8,belo horizonte,2.0
4b1eaa,ribeirao preto,2.0
48328e,canoas,2.0
443d88,marilia,2.0
3febca,itaquaquecetuba,2.0
344223,gaspar,2.0
2e2f44,curitiba,2.0
2cb470,curitiba,2.0
299c89,varzea alegre,2.0
2078fe,arapongas,2.0
1b65c1,rio do sul,2.0
101921,rio claro,2.0
033618,ibitinga,2.0
8bd0e3,tres de maio,1.9
6ee85b,sao paulo,1.9
633ecd,sao paulo,1.8
5151ae,marilia,1.8
ec5c1d,rio de janeiro,1.7
d4a5e9,sao paulo,1.7
b1b394,sao paulo,1.7
799408,sao paulo,1.7
4e3260,sao paulo,1.7
30c7f2,niteroi,1.7
d8dd17,sao caetano do sul,1.5
ab75b8,tupa,1.5
791cfc,ribeirao preto,1.5
6dc9be,sao paulo,1.5
2ec6e3,porto alegre,1.5
1fbe10,maua,1.5
ec2e00,sao paulo,1.4
b37c4c,sao paulo,1.4
8c3b53,belo horizonte,1.3
4342d4,rio de janeiro,1.3
ffcfef,curitiba,1.0
fec691,ribeirao preto,1.0
fc99f9,boituva,1.0
fc6295,sao paulo,1.0
fa7ad8,pedreira,1.0
fa18c7,belo horizonte,1.0
f9eda0,orleans,1.0
f7df46,novo hamburgo,1.0
f5403d,fernandopolis,1.0
f524ad,soledade,1.0
f30554,salvador,1.0
f114dc,cambe,1.0
f0ec6a,sao paulo,1.0
f09e26,pirassununga,1.0
f0563b,tubarao,1.0
e6ffc9,sao paulo,1.0
e628d4,belo horizonte,1.0
e46bc0,sao paulo,1.0
e1a210,cascavel,1.0
e174dc,santo andre,1.0
df683d,farroupilha,1.0
deaadd,sao paulo,1.0
dc120d,sao jose dos pinhais,1.0
dadc51,sao paulo,1.0
da2782,sao paulo,1.0
d65f31,artur nogueira,1.0
d1e2fe,rio de janeiro,1.0
d1a5cc,curitiba,1.0
cf281c,eusebio,1.0
cecd97,cordilheira alta,1.0
cc1f04,sao paulo,1.0
cb4a70,florianopolis,1.0
ca5832,xanxere,1.0
c97aa4,novo hamburgo,1.0
c88f62,arapongas,1.0
c87abc,sao paulo,1.0
c85d7b,sao bernardo do campo,1.0
c7b7db,sao paulo,1.0
c542f5,sao paulo,1.0
c4b911,vera cruz,1.0
c200c7,almirante tamandare,1.0
c1dde1,sao paulo,1.0
c004e5,sao paulo,1.0
bcf556,sao paulo,1.0
b7ba85,santo antonio da patrulha,1.0
b6c685,sao paulo,1.0
afac9f,bauru,1.0
ad8ada,araguari,1.0
ad738d,novo hamburgo,1.0
ac1ed5,sao paulo,1.0
ac137b,sao paulo,1.0
a4b8d9,sumare,1.0
a2e857,miguelopolis,1.0
a24719,sao jose do rio preto,1.0
a0e195,sao jose dos pinhais,1.0
9f56a7,rio de janeiro,1.0
9e17b9,ribeirao preto,1.0
9c57bc,curitiba,1.0
9c3a1c,carmo da mata,1.0
9c3514,sao paulo,1.0
9bf11d,contagem,1.0
9a208d,belford roxo,1.0
984c27,americana,1.0
96f7c7,cravinhos,1.0
959951,sao paulo,1.0
9591fc,sao paulo,1.0
9523fb,sao paulo,1.0
92992b,sao paulo,1.0
913fd0,blumenau,1.0
90d412,taboao da serra,1.0
8e6704,juiz de fora,1.0
8d92f3,sao paulo,1.0
88af55,taboao da serra,1.0
880eda,ipua,1.0
87f3e3,bom jesus dos perdoes,1.0
86649b,medianeira,1.0
8629a7,goiania,1.0
8501d8,blumenau,1.0
83d707,cotia,1.0
7e9592,sao paulo,1.0
7e3dde,cambe,1.0
7a1888,sao paulo,1.0
7a073a,londrina,1.0
79ee72,bauru,1.0
781a66,campinas,1.0
77dcbb,lajeado,1.0
749e7c,guarulhos,1.0
6e85dc,marapoama,1.0
6e2d3e,colombo,1.0
6d0412,rio de janeiro,1.0
67e43d,guarulhos,1.0
66d5ae,sao jose do rio preto,1.0
661481,macatuba,1.0
6576fd,taboao da serra,1.0
63bc58,sao paulo,1.0
637040,jundiai,1.0
62d977,curitiba,1.0
61f159,serra,1.0
61c36f,guarulhos,1.0
61b893,divisa nova,1.0
60ad15,carapicuiba,1.0
5dc4bd,florianopolis,1.0
5ca5d5,sao paulo,1.0
5c603f,varginha,1.0
5aaa89,petropolis,1.0
58b98c,campinas,1.0
586a87,porto alegre,1.0
56a8b4,sao bernardo do campo,1.0
553a44,limeira,1.0
5206cc,osasco,1.0
51a04a,braganca paulista,1.0
50c361,sao paulo,1.0
4f40d2,sao paulo,1.0
4e4258,portoferreira,1.0
4e2627,belo horizonte,1.0
4be2e7,rio branco,1.0
4bc3d9,sao paulo,1.0
43a5d4,varginha,1.0
42d4b7,goiania,1.0
40536e,caieiras,1.0
400352,rio de janeiro,1.0
3da383,fortaleza,1.0
3bfad0,osasco,1.0
3a79f3,campinas,1.0
3a52d6,aguas claras df,1.0
391bbd,campinas,1.0
37ceb4,sao paulo,1.0
34aefe,curitiba,1.0
3338e7,piracicaba,1.0
324583,sao jose do rio preto,1.0
2a50b7,brasilia,1.0
278b6e,itajai,1.0
244b04,jundiai,1.0
20fd2d,colombo,1.0
1fddcb,sao paulo,1.0
1fa2d3,sao paulo,1.0
1f7dfa,sao paulo,1.0
1e47d8,campinas,1.0
1b4b28,piracicaba,1.0
1992f8,sao paulo,1.0
1967a9,sao paulo,1.0
19484c,valinhos,1.0
17adeb,guarulhos,1.0
15b3b1,bauru,1.0
15aec0,rio de janeiro,1.0
15ac3c,sao paulo,1.0
154bdf,ibitinga,1.0
1444c0,lauro de freitas,1.0
0aa124,alfenas,1.0
010da0,sao bernardo do campo,1.0
001e6a,sao goncalo,1.0
